salary_id,employee_id,salary,change_reason,effective_date
3656,1610,111088,Increment,01-01-2020
3657,1610,100210,Bonus,01-01-2021
3658,1610,119359,Promotion,01-01-2022
3659,1610,112997,Bonus,01-01-2023
3660,1610,107541,Promotion,01-01-2024
3661,1611,84128,Bonus,01-01-2019
3662,1611,71601,Increment,01-01-2020
3663,1611,68774,Increment,01-01-2021
3664,1611,71423,Bonus,01-01-2022
3665,1611,65156,Bonus,01-01-2023
3666,1611,78253,Bonus,01-01-2024
3667,1612,32105,Increment,01-01-2019
3668,1612,42394,Promotion,01-01-2020
3669,1612,47026,Increment,01-01-2021
3670,1612,51841,Increment,01-01-2022
3671,1612,52941,Bonus,01-01-2023
3672,1612,34013,Increment,01-01-2024
3673,1613,80055,Bonus,01-01-2019
3674,1613,85859,Increment,01-01-2020
3675,1613,98356,Promotion,01-01-2021
3676,1613,91237,Increment,01-01-2022
3677,1613,90280,Increment,01-01-2023
3678,1613,84292,Increment,01-01-2024
3679,1614,52032,Bonus,01-01-2019
3680,1614,54119,Promotion,01-01-2020
3681,1614,32950,Promotion,01-01-2021
3682,1614,53129,Promotion,01-01-2022
3683,1614,32586,Bonus,01-01-2023
3684,1614,35533,Bonus,01-01-2024
3685,1615,41526,Promotion,01-01-2019
3686,1615,39185,Promotion,01-01-2020
3687,1615,41450,Promotion,01-01-2021
3688,1615,33043,Increment,01-01-2022
3689,1615,28423,Bonus,01-01-2023
3690,1615,32739,Bonus,01-01-2024
3691,1616,49412,Increment,01-01-2019
3692,1616,62960,Bonus,01-01-2020
3693,1616,65696,Promotion,01-01-2021
3694,1616,48216,Increment,01-01-2022
3695,1616,66247,Increment,01-01-2023
3696,1616,54934,Increment,01-01-2024
3697,1617,94835,Bonus,01-01-2019
3698,1617,88669,Promotion,01-01-2020
3699,1617,89248,Increment,01-01-2021
3700,1617,74653,Bonus,01-01-2022
3701,1617,78074,Promotion,01-01-2023
3702,1617,93049,Promotion,01-01-2024
3703,1618,123049,Bonus,01-01-2019
3704,1618,116455,Promotion,01-01-2020
3705,1618,118681,Promotion,01-01-2021
3706,1618,102413,Promotion,01-01-2022
3707,1618,99658,Promotion,01-01-2023
3708,1618,119833,Promotion,01-01-2024
3709,1619,96954,Promotion,01-01-2019
3710,1619,105495,Promotion,01-01-2020
3711,1619,104108,Bonus,01-01-2021
3712,1619,102998,Promotion,01-01-2022
3713,1619,93948,Bonus,01-01-2023
3714,1619,92799,Promotion,01-01-2024
3715,1620,99632,Bonus,01-01-2019
3716,1620,99854,Promotion,01-01-2020
3717,1620,105001,Promotion,01-01-2021
3718,1620,85254,Promotion,01-01-2022
3719,1620,84361,Increment,01-01-2023
3720,1620,97208,Promotion,01-01-2024
3721,1621,123149,Bonus,01-01-2019
3722,1621,107362,Increment,01-01-2020
3723,1621,109349,Increment,01-01-2021
3724,1621,124912,Increment,01-01-2022
3725,1621,126271,Increment,01-01-2023
3726,1621,117650,Bonus,01-01-2024
3727,1622,37834,Increment,01-01-2019
3728,1622,47541,Increment,01-01-2020
3729,1622,44993,Bonus,01-01-2021
3730,1622,45564,Increment,01-01-2022
3731,1622,24266,Increment,01-01-2023
3732,1622,25074,Bonus,01-01-2024
3733,1623,53174,Promotion,01-01-2019
3734,1623,53452,Promotion,01-01-2020
3735,1623,45625,Increment,01-01-2021
3736,1623,61326,Bonus,01-01-2022
3737,1623,61671,Bonus,01-01-2023
3738,1623,45864,Promotion,01-01-2024
3739,1624,108342,Bonus,01-01-2019
3740,1624,115510,Promotion,01-01-2020
3741,1624,120937,Promotion,01-01-2021
3742,1624,119269,Bonus,01-01-2022
3743,1624,126644,Promotion,01-01-2023
3744,1624,105306,Increment,01-01-2024
3745,1625,123826,Increment,01-01-2019
3746,1625,119700,Promotion,01-01-2020
3747,1625,118995,Bonus,01-01-2021
3748,1625,113499,Bonus,01-01-2022
3749,1625,113887,Bonus,01-01-2023
3750,1625,121535,Bonus,01-01-2024
3751,1626,64788,Promotion,01-01-2019
3752,1626,67270,Bonus,01-01-2020
3753,1626,69588,Bonus,01-01-2021
3754,1626,54504,Promotion,01-01-2022
3755,1626,58448,Bonus,01-01-2023
3756,1626,61398,Increment,01-01-2024
3757,1627,64102,Promotion,01-01-2019
3758,1627,68360,Bonus,01-01-2020
3759,1627,61922,Bonus,01-01-2021
3760,1627,61923,Promotion,01-01-2022
3761,1627,65589,Bonus,01-01-2023
3762,1627,70325,Bonus,01-01-2024
3763,1628,94774,Bonus,01-01-2019
3764,1628,83805,Bonus,01-01-2020
3765,1628,87447,Promotion,01-01-2021
3766,1628,89136,Bonus,01-01-2022
3767,1628,90898,Increment,01-01-2023
3768,1628,98004,Promotion,01-01-2024
3769,1629,45939,Increment,01-01-2019
3770,1629,58367,Bonus,01-01-2020
3771,1629,35641,Promotion,01-01-2021
3772,1629,49539,Promotion,01-01-2022
3773,1629,36454,Promotion,01-01-2023
3774,1629,45009,Promotion,01-01-2024
3775,1630,107677,Promotion,01-01-2019
3776,1630,99470,Promotion,01-01-2020
3777,1630,96489,Promotion,01-01-2021
3778,1630,101433,Promotion,01-01-2022
3779,1630,109405,Increment,01-01-2023
3780,1630,92857,Bonus,01-01-2024
3781,1631,123928,Increment,01-01-2019
3782,1631,110950,Bonus,01-01-2020
3783,1631,113712,Promotion,01-01-2021
3784,1631,113357,Increment,01-01-2022
3785,1631,116930,Bonus,01-01-2023
3786,1631,128869,Promotion,01-01-2024
3787,1632,111794,Bonus,01-01-2019
3788,1632,112026,Increment,01-01-2020
3789,1632,117541,Increment,01-01-2021
3790,1632,109026,Promotion,01-01-2022
3791,1632,111180,Increment,01-01-2023
3792,1632,102346,Bonus,01-01-2024
3793,1633,35144,Promotion,01-01-2019
3794,1633,30718,Promotion,01-01-2020
3795,1633,40650,Promotion,01-01-2021
3796,1633,37385,Increment,01-01-2022
3797,1633,35623,Bonus,01-01-2023
3798,1633,31499,Increment,01-01-2024
3799,1634,100252,Increment,01-01-2019
3800,1634,105819,Increment,01-01-2020
3801,1634,101823,Increment,01-01-2021
3802,1634,120021,Bonus,01-01-2022
3803,1634,122554,Promotion,01-01-2023
3804,1634,110075,Bonus,01-01-2024
3805,1635,80425,Increment,01-01-2019
3806,1635,64891,Promotion,01-01-2020
3807,1635,77767,Increment,01-01-2021
3808,1635,79986,Promotion,01-01-2022
3809,1635,66779,Increment,01-01-2023
3810,1635,59146,Increment,01-01-2024
3811,1636,129116,Bonus,01-01-2019
3812,1636,122997,Increment,01-01-2020
3813,1636,111612,Bonus,01-01-2021
3814,1636,120492,Bonus,01-01-2022
3815,1636,113646,Promotion,01-01-2023
3816,1636,116901,Increment,01-01-2024
3817,1637,103703,Bonus,01-01-2019
3818,1637,86517,Increment,01-01-2020
3819,1637,100584,Bonus,01-01-2021
3820,1637,104671,Promotion,01-01-2022
3821,1637,103895,Promotion,01-01-2023
3822,1637,89379,Promotion,01-01-2024
3823,1638,37527,Bonus,01-01-2019
3824,1638,27481,Bonus,01-01-2020
3825,1638,47291,Bonus,01-01-2021
3826,1638,28739,Bonus,01-01-2022
3827,1638,27437,Increment,01-01-2023
3828,1638,30059,Increment,01-01-2024
3829,1639,56223,Promotion,01-01-2019
3830,1639,53823,Bonus,01-01-2020
3831,1639,54301,Increment,01-01-2021
3832,1639,67565,Increment,01-01-2022
3833,1639,56535,Increment,01-01-2023
3834,1639,60111,Bonus,01-01-2024
3835,1640,90825,Increment,01-01-2019
3836,1640,98332,Bonus,01-01-2020
3837,1640,99830,Promotion,01-01-2021
3838,1640,90892,Increment,01-01-2022
3839,1640,88337,Increment,01-01-2023
3840,1640,95632,Increment,01-01-2024
3841,1641,37764,Promotion,01-01-2019
3842,1641,44613,Promotion,01-01-2020
3843,1641,23029,Bonus,01-01-2021
3844,1641,26808,Bonus,01-01-2022
3845,1641,30340,Increment,01-01-2023
3846,1641,32831,Increment,01-01-2024
3847,1642,79907,Increment,01-01-2019
3848,1642,59132,Increment,01-01-2020
3849,1642,66643,Promotion,01-01-2021
3850,1642,59194,Bonus,01-01-2022
3851,1642,80916,Increment,01-01-2023
3852,1642,63182,Increment,01-01-2024
3853,1643,92714,Increment,01-01-2019
3854,1643,89428,Bonus,01-01-2020
3855,1643,73108,Promotion,01-01-2021
3856,1643,93289,Increment,01-01-2022
3857,1643,85586,Promotion,01-01-2023
3858,1643,85388,Bonus,01-01-2024
3859,1644,87559,Promotion,01-01-2019
3860,1644,84127,Bonus,01-01-2020
3861,1644,69752,Increment,01-01-2021
3862,1644,69250,Bonus,01-01-2022
3863,1644,88109,Promotion,01-01-2023
3864,1644,65129,Promotion,01-01-2024
3865,1645,122692,Promotion,01-01-2019
3866,1645,125386,Increment,01-01-2020
3867,1645,122299,Bonus,01-01-2021
3868,1645,110408,Increment,01-01-2022
3869,1645,122181,Promotion,01-01-2023
3870,1645,113307,Promotion,01-01-2024
3871,1646,66409,Promotion,01-01-2019
3872,1646,51086,Promotion,01-01-2020
3873,1646,48517,Promotion,01-01-2021
3874,1646,50726,Bonus,01-01-2022
3875,1646,64712,Promotion,01-01-2023
3876,1646,61722,Bonus,01-01-2024
3877,1647,80398,Promotion,01-01-2019
3878,1647,77152,Bonus,01-01-2020
3879,1647,82997,Increment,01-01-2021
3880,1647,85247,Bonus,01-01-2022
3881,1647,72228,Bonus,01-01-2023
3882,1647,82920,Increment,01-01-2024
3883,1648,52277,Promotion,01-01-2019
3884,1648,44577,Bonus,01-01-2020
3885,1648,38357,Bonus,01-01-2021
3886,1648,49230,Promotion,01-01-2022
3887,1648,42861,Increment,01-01-2023
3888,1648,43163,Bonus,01-01-2024
3889,1649,97428,Bonus,01-01-2019
3890,1649,100229,Increment,01-01-2020
3891,1649,81106,Increment,01-01-2021
3892,1649,97937,Increment,01-01-2022
3893,1649,81958,Increment,01-01-2023
3894,1649,97882,Bonus,01-01-2024
3895,1650,58407,Bonus,01-01-2019
3896,1650,38552,Bonus,01-01-2020
3897,1650,44725,Promotion,01-01-2021
3898,1650,46548,Bonus,01-01-2022
3899,1650,50690,Increment,01-01-2023
3900,1650,47880,Increment,01-01-2024
3901,1651,91076,Promotion,01-01-2019
3902,1651,86623,Bonus,01-01-2020
3903,1651,100002,Increment,01-01-2021
3904,1651,87224,Bonus,01-01-2022
3905,1651,102117,Bonus,01-01-2023
3906,1651,84544,Increment,01-01-2024
3907,1652,123793,Increment,01-01-2019
3908,1652,101917,Increment,01-01-2020
3909,1652,117445,Bonus,01-01-2021
3910,1652,110065,Increment,01-01-2022
3911,1652,111046,Increment,01-01-2023
3912,1652,119341,Increment,01-01-2024
3913,1653,74540,Bonus,01-01-2019
3914,1653,80615,Bonus,01-01-2020
3915,1653,75138,Bonus,01-01-2021
3916,1653,86433,Bonus,01-01-2022
3917,1653,89531,Promotion,01-01-2023
3918,1653,93558,Increment,01-01-2024
3919,1654,116839,Increment,01-01-2019
3920,1654,116181,Bonus,01-01-2020
3921,1654,96004,Bonus,01-01-2021
3922,1654,102280,Increment,01-01-2022
3923,1654,96695,Promotion,01-01-2023
3924,1654,101029,Increment,01-01-2024
3925,1655,98509,Increment,01-01-2019
3926,1655,84571,Promotion,01-01-2020
3927,1655,96370,Promotion,01-01-2021
3928,1655,98944,Increment,01-01-2022
3929,1655,95100,Increment,01-01-2023
3930,1655,86695,Bonus,01-01-2024
3931,1656,74863,Bonus,01-01-2019
3932,1656,84988,Increment,01-01-2020
3933,1656,91256,Increment,01-01-2021
3934,1656,88420,Increment,01-01-2022
3935,1656,81521,Promotion,01-01-2023
3936,1656,72205,Promotion,01-01-2024
3937,1657,100713,Bonus,01-01-2019
3938,1657,96582,Increment,01-01-2020
3939,1657,109930,Increment,01-01-2021
3940,1657,106887,Bonus,01-01-2022
3941,1657,116320,Increment,01-01-2023
3942,1657,94422,Bonus,01-01-2024
3943,1658,118024,Increment,01-01-2019
3944,1658,113126,Bonus,01-01-2020
3945,1658,116623,Bonus,01-01-2021
3946,1658,121694,Increment,01-01-2022
3947,1658,116303,Increment,01-01-2023
3948,1658,108401,Increment,01-01-2024
3949,1659,54074,Promotion,01-01-2019
3950,1659,68142,Bonus,01-01-2020
3951,1659,57912,Bonus,01-01-2021
3952,1659,52547,Bonus,01-01-2022
3953,1659,47844,Bonus,01-01-2023
3954,1659,51709,Bonus,01-01-2024
3955,1660,119497,Bonus,01-01-2019
3956,1660,110032,Promotion,01-01-2020
3957,1660,121338,Promotion,01-01-2021
3958,1660,109788,Promotion,01-01-2022
3959,1660,116828,Promotion,01-01-2023
3960,1660,110725,Promotion,01-01-2024
3961,1661,43517,Promotion,01-01-2019
3962,1661,39951,Promotion,01-01-2020
3963,1661,52088,Promotion,01-01-2021
3964,1661,35987,Promotion,01-01-2022
3965,1661,37742,Increment,01-01-2023
3966,1661,41031,Bonus,01-01-2024
3967,1662,109072,Promotion,01-01-2019
3968,1662,99263,Increment,01-01-2020
3969,1662,109730,Increment,01-01-2021
3970,1662,91908,Bonus,01-01-2022
3971,1662,102456,Bonus,01-01-2023
3972,1662,95866,Promotion,01-01-2024
3973,1663,44924,Increment,01-01-2019
3974,1663,36517,Increment,01-01-2020
3975,1663,48974,Bonus,01-01-2021
3976,1663,49310,Bonus,01-01-2022
3977,1663,57953,Increment,01-01-2023
3978,1663,57690,Increment,01-01-2024
3979,1664,120524,Promotion,01-01-2019
3980,1664,124628,Promotion,01-01-2020
3981,1664,130094,Bonus,01-01-2021
3982,1664,123763,Promotion,01-01-2022
3983,1664,118434,Promotion,01-01-2023
3984,1664,121005,Bonus,01-01-2024
3985,1665,76676,Promotion,01-01-2019
3986,1665,71874,Bonus,01-01-2020
3987,1665,78944,Bonus,01-01-2021
3988,1665,69993,Increment,01-01-2022
3989,1665,71453,Promotion,01-01-2023
3990,1665,86671,Bonus,01-01-2024
3991,1666,82059,Increment,01-01-2019
3992,1666,76838,Bonus,01-01-2020
3993,1666,66117,Bonus,01-01-2021
3994,1666,85457,Increment,01-01-2022
3995,1666,66017,Promotion,01-01-2023
3996,1666,73218,Increment,01-01-2024
3997,1667,57697,Bonus,01-01-2019
3998,1667,54747,Bonus,01-01-2020
3999,1667,66577,Bonus,01-01-2021
4000,1667,46406,Bonus,01-01-2022
4001,1667,58452,Promotion,01-01-2023
4002,1667,60011,Increment,01-01-2024
4003,1668,107826,Promotion,01-01-2019
4004,1668,120085,Promotion,01-01-2020
4005,1668,124743,Increment,01-01-2021
4006,1668,110777,Bonus,01-01-2022
4007,1668,110090,Increment,01-01-2023
4008,1668,106063,Increment,01-01-2024
4009,1669,106091,Increment,01-01-2019
4010,1669,106966,Increment,01-01-2020
4011,1669,109134,Promotion,01-01-2021
4012,1669,110660,Increment,01-01-2022
4013,1669,97718,Increment,01-01-2023
4014,1669,91858,Increment,01-01-2024
4015,1670,79372,Increment,01-01-2019
4016,1670,84296,Increment,01-01-2020
4017,1670,93642,Increment,01-01-2021
4018,1670,80981,Bonus,01-01-2022
4019,1670,91560,Promotion,01-01-2023
4020,1670,86394,Increment,01-01-2024
4021,1671,29255,Promotion,01-01-2019
4022,1671,25996,Increment,01-01-2020
4023,1671,30150,Increment,01-01-2021
4024,1671,34161,Increment,01-01-2022
4025,1671,36837,Increment,01-01-2023
4026,1671,33631,Promotion,01-01-2024
4027,1672,70688,Increment,01-01-2019
4028,1672,55346,Bonus,01-01-2020
4029,1672,55881,Promotion,01-01-2021
4030,1672,60222,Bonus,01-01-2022
4031,1672,77124,Bonus,01-01-2023
4032,1672,66663,Increment,01-01-2024
4033,1673,69272,Increment,01-01-2019
4034,1673,73296,Promotion,01-01-2020
4035,1673,71942,Increment,01-01-2021
4036,1673,61030,Increment,01-01-2022
4037,1673,77456,Increment,01-01-2023
4038,1673,67004,Increment,01-01-2024
4039,1674,38952,Increment,01-01-2019
4040,1674,42630,Increment,01-01-2020
4041,1674,55664,Increment,01-01-2021
4042,1674,33469,Increment,01-01-2022
4043,1674,44270,Bonus,01-01-2023
4044,1674,49482,Increment,01-01-2024
4045,1675,42847,Increment,01-01-2019
4046,1675,36885,Bonus,01-01-2020
4047,1675,37781,Bonus,01-01-2021
4048,1675,51344,Increment,01-01-2022
4049,1675,35411,Promotion,01-01-2023
4050,1675,37971,Bonus,01-01-2024
4051,1676,69422,Increment,01-01-2019
4052,1676,75743,Promotion,01-01-2020
4053,1676,74285,Increment,01-01-2021
4054,1676,84424,Increment,01-01-2022
4055,1676,72027,Promotion,01-01-2023
4056,1676,79677,Increment,01-01-2024
4057,1677,31891,Bonus,01-01-2019
4058,1677,21352,Promotion,01-01-2020
4059,1677,22699,Bonus,01-01-2021
4060,1677,26465,Increment,01-01-2022
4061,1677,28205,Promotion,01-01-2023
4062,1677,35477,Increment,01-01-2024
4063,1678,81953,Promotion,01-01-2019
4064,1678,73999,Increment,01-01-2020
4065,1678,73573,Bonus,01-01-2021
4066,1678,70364,Increment,01-01-2022
4067,1678,72103,Increment,01-01-2023
4068,1678,80253,Promotion,01-01-2024
4069,1679,55630,Increment,01-01-2019
4070,1679,53886,Bonus,01-01-2020
4071,1679,54007,Increment,01-01-2021
4072,1679,66882,Promotion,01-01-2022
4073,1679,48915,Promotion,01-01-2023
4074,1679,51667,Bonus,01-01-2024
4075,1680,76585,Promotion,01-01-2019
4076,1680,91421,Bonus,01-01-2020
4077,1680,88024,Bonus,01-01-2021
4078,1680,84007,Increment,01-01-2022
4079,1680,69552,Increment,01-01-2023
4080,1680,78897,Promotion,01-01-2024
4081,1681,61092,Promotion,01-01-2019
4082,1681,61990,Promotion,01-01-2020
4083,1681,51935,Increment,01-01-2021
4084,1681,53318,Bonus,01-01-2022
4085,1681,47204,Promotion,01-01-2023
4086,1681,57177,Increment,01-01-2024
4087,1682,43994,Increment,01-01-2019
4088,1682,42239,Increment,01-01-2020
4089,1682,30197,Increment,01-01-2021
4090,1682,24098,Increment,01-01-2022
4091,1682,35052,Bonus,01-01-2023
4092,1682,46238,Promotion,01-01-2024
4093,1683,98295,Promotion,01-01-2019
4094,1683,100805,Promotion,01-01-2020
4095,1683,91382,Increment,01-01-2021
4096,1683,95753,Promotion,01-01-2022
4097,1683,97576,Bonus,01-01-2023
4098,1683,94572,Promotion,01-01-2024
4099,1684,100360,Increment,01-01-2019
4100,1684,109615,Bonus,01-01-2020
4101,1684,101553,Bonus,01-01-2021
4102,1684,105269,Promotion,01-01-2022
4103,1684,107207,Bonus,01-01-2023
4104,1684,102488,Increment,01-01-2024
4105,1685,105246,Promotion,01-01-2019
4106,1685,99631,Bonus,01-01-2020
4107,1685,99430,Increment,01-01-2021
4108,1685,84593,Bonus,01-01-2022
4109,1685,106329,Bonus,01-01-2023
4110,1685,106032,Promotion,01-01-2024
4111,1686,87781,Bonus,01-01-2019
4112,1686,98165,Promotion,01-01-2020
4113,1686,87423,Increment,01-01-2021
4114,1686,108926,Bonus,01-01-2022
4115,1686,85199,Bonus,01-01-2023
4116,1686,108556,Promotion,01-01-2024
4117,1687,116011,Promotion,01-01-2019
4118,1687,126796,Increment,01-01-2020
4119,1687,110088,Increment,01-01-2021
4120,1687,112519,Increment,01-01-2022
4121,1687,118790,Promotion,01-01-2023
4122,1687,108449,Increment,01-01-2024
4123,1688,47049,Increment,01-01-2019
4124,1688,58486,Increment,01-01-2020
4125,1688,61988,Promotion,01-01-2021
4126,1688,47325,Increment,01-01-2022
4127,1688,62618,Bonus,01-01-2023
4128,1688,49087,Bonus,01-01-2024
4129,1689,102343,Increment,01-01-2019
4130,1689,117812,Increment,01-01-2020
4131,1689,103836,Increment,01-01-2021
4132,1689,102050,Increment,01-01-2022
4133,1689,107914,Promotion,01-01-2023
4134,1689,103188,Increment,01-01-2024
4135,1690,84911,Promotion,01-01-2019
4136,1690,91602,Promotion,01-01-2020
4137,1690,95104,Promotion,01-01-2021
4138,1690,95209,Bonus,01-01-2022
4139,1690,82444,Increment,01-01-2023
4140,1690,95052,Increment,01-01-2024
4141,1691,40112,Increment,01-01-2019
4142,1691,43245,Promotion,01-01-2020
4143,1691,38814,Promotion,01-01-2021
4144,1691,54726,Promotion,01-01-2022
4145,1691,43012,Increment,01-01-2023
4146,1691,53121,Bonus,01-01-2024
4147,1692,58654,Increment,01-01-2019
4148,1692,67073,Bonus,01-01-2020
4149,1692,44032,Bonus,01-01-2021
4150,1692,51138,Promotion,01-01-2022
4151,1692,67006,Increment,01-01-2023
4152,1692,57419,Increment,01-01-2024
4153,1693,132269,Bonus,01-01-2019
4154,1693,120924,Bonus,01-01-2020
4155,1693,126608,Increment,01-01-2021
4156,1693,121126,Increment,01-01-2022
4157,1693,123597,Increment,01-01-2023
4158,1693,111487,Promotion,01-01-2024
4159,1694,85338,Bonus,01-01-2019
4160,1694,104166,Promotion,01-01-2020
4161,1694,87142,Increment,01-01-2021
4162,1694,99845,Bonus,01-01-2022
4163,1694,91664,Promotion,01-01-2023
4164,1694,87204,Promotion,01-01-2024
4165,1695,86346,Promotion,01-01-2019
4166,1695,88331,Bonus,01-01-2020
4167,1695,69148,Bonus,01-01-2021
4168,1695,84754,Increment,01-01-2022
4169,1695,78713,Increment,01-01-2023
4170,1695,66383,Promotion,01-01-2024
4171,1696,45421,Increment,01-01-2019
4172,1696,60057,Promotion,01-01-2020
4173,1696,64133,Bonus,01-01-2021
4174,1696,48492,Bonus,01-01-2022
4175,1696,46775,Increment,01-01-2023
4176,1696,66799,Promotion,01-01-2024
4177,1697,81385,Increment,01-01-2019
4178,1697,78481,Increment,01-01-2020
4179,1697,61545,Promotion,01-01-2021
4180,1697,63855,Increment,01-01-2022
4181,1697,63865,Promotion,01-01-2023
4182,1697,73235,Promotion,01-01-2024
4183,1698,85272,Bonus,01-01-2019
4184,1698,94440,Bonus,01-01-2020
4185,1698,92706,Increment,01-01-2021
4186,1698,82955,Increment,01-01-2022
4187,1698,90592,Promotion,01-01-2023
4188,1698,84061,Promotion,01-01-2024
4189,1699,84885,Promotion,01-01-2019
4190,1699,86813,Promotion,01-01-2020
4191,1699,91931,Bonus,01-01-2021
4192,1699,96280,Increment,01-01-2022
4193,1699,98001,Promotion,01-01-2023
4194,1699,77707,Promotion,01-01-2024
4195,1700,47400,Increment,01-01-2019
4196,1700,54049,Increment,01-01-2020
4197,1700,56637,Increment,01-01-2021
4198,1700,50826,Promotion,01-01-2022
4199,1700,51508,Promotion,01-01-2023
4200,1700,40899,Promotion,01-01-2024
4201,1701,126921,Promotion,01-01-2019
4202,1701,116564,Increment,01-01-2020
4203,1701,117450,Bonus,01-01-2021
4204,1701,124883,Increment,01-01-2022
4205,1701,126031,Promotion,01-01-2023
4206,1701,124365,Promotion,01-01-2024
4207,1702,88007,Bonus,01-01-2019
4208,1702,84741,Increment,01-01-2020
4209,1702,88251,Bonus,01-01-2021
4210,1702,92818,Increment,01-01-2022
4211,1702,88296,Bonus,01-01-2023
4212,1702,93505,Promotion,01-01-2024
4213,1703,95281,Increment,01-01-2019
4214,1703,104195,Bonus,01-01-2020
4215,1703,101197,Promotion,01-01-2021
4216,1703,95336,Bonus,01-01-2022
4217,1703,105466,Increment,01-01-2023
4218,1703,105008,Increment,01-01-2024
4219,1704,97105,Bonus,01-01-2019
4220,1704,106279,Bonus,01-01-2020
4221,1704,112832,Increment,01-01-2021
4222,1704,118635,Promotion,01-01-2022
4223,1704,109157,Promotion,01-01-2023
4224,1704,119386,Increment,01-01-2024
4225,1705,35575,Bonus,01-01-2019
4226,1705,47884,Promotion,01-01-2020
4227,1705,31221,Increment,01-01-2021
4228,1705,35681,Promotion,01-01-2022
4229,1705,26871,Promotion,01-01-2023
4230,1705,36229,Promotion,01-01-2024
4231,1706,76668,Bonus,01-01-2019
4232,1706,65519,Increment,01-01-2020
4233,1706,66343,Promotion,01-01-2021
4234,1706,76084,Promotion,01-01-2022
4235,1706,68874,Bonus,01-01-2023
4236,1706,74555,Promotion,01-01-2024
4237,1707,56058,Promotion,01-01-2019
4238,1707,62410,Bonus,01-01-2020
4239,1707,58828,Bonus,01-01-2021
4240,1707,65902,Bonus,01-01-2022
4241,1707,65291,Increment,01-01-2023
4242,1707,52538,Increment,01-01-2024
4243,1708,68971,Bonus,01-01-2019
4244,1708,64723,Increment,01-01-2020
4245,1708,56560,Bonus,01-01-2021
4246,1708,70823,Bonus,01-01-2022
4247,1708,56519,Promotion,01-01-2023
4248,1708,60830,Increment,01-01-2024
4249,1709,95591,Promotion,01-01-2019
4250,1709,114173,Bonus,01-01-2020
4251,1709,108910,Increment,01-01-2021
4252,1709,109789,Promotion,01-01-2022
4253,1709,113132,Increment,01-01-2023
4254,1709,113699,Increment,01-01-2024
4255,1710,108151,Increment,01-01-2019
4256,1710,108982,Promotion,01-01-2020
4257,1710,119534,Increment,01-01-2021
4258,1710,106862,Bonus,01-01-2022
4259,1710,109057,Increment,01-01-2023
4260,1710,109686,Increment,01-01-2024
4261,1711,85977,Increment,01-01-2019
4262,1711,101664,Bonus,01-01-2020
4263,1711,103816,Promotion,01-01-2021
4264,1711,87343,Promotion,01-01-2022
4265,1711,85900,Increment,01-01-2023
4266,1711,94413,Increment,01-01-2024
4267,1712,37682,Bonus,01-01-2019
4268,1712,20396,Promotion,01-01-2020
4269,1712,34643,Increment,01-01-2021
4270,1712,37804,Promotion,01-01-2022
4271,1712,30833,Increment,01-01-2023
4272,1712,24042,Increment,01-01-2024
4273,1713,119814,Promotion,01-01-2019
4274,1713,132004,Promotion,01-01-2020
4275,1713,124241,Increment,01-01-2021
4276,1713,129796,Increment,01-01-2022
4277,1713,109427,Promotion,01-01-2023
4278,1713,129072,Promotion,01-01-2024
4279,1714,55751,Promotion,01-01-2019
4280,1714,54362,Promotion,01-01-2020
4281,1714,57342,Promotion,01-01-2021
4282,1714,51374,Bonus,01-01-2022
4283,1714,49811,Increment,01-01-2023
4284,1714,48256,Promotion,01-01-2024
4285,1715,86405,Bonus,01-01-2019
4286,1715,74713,Bonus,01-01-2020
4287,1715,79950,Promotion,01-01-2021
4288,1715,90759,Promotion,01-01-2022
4289,1715,78792,Increment,01-01-2023
4290,1715,83436,Promotion,01-01-2024
4291,1716,90120,Bonus,01-01-2019
4292,1716,81101,Bonus,01-01-2020
4293,1716,81483,Increment,01-01-2021
4294,1716,81317,Increment,01-01-2022
4295,1716,91201,Promotion,01-01-2023
4296,1716,95463,Bonus,01-01-2024
4297,1717,92157,Promotion,01-01-2019
4298,1717,107642,Bonus,01-01-2020
4299,1717,112560,Bonus,01-01-2021
4300,1717,102478,Promotion,01-01-2022
4301,1717,107195,Bonus,01-01-2023
4302,1717,107494,Increment,01-01-2024
4303,1718,63469,Bonus,01-01-2019
4304,1718,61493,Increment,01-01-2020
4305,1718,61187,Promotion,01-01-2021
4306,1718,56910,Bonus,01-01-2022
4307,1718,64078,Increment,01-01-2023
4308,1718,75584,Increment,01-01-2024
4309,1719,46888,Bonus,01-01-2019
4310,1719,36086,Increment,01-01-2020
4311,1719,33930,Increment,01-01-2021
4312,1719,48457,Promotion,01-01-2022
4313,1719,37547,Bonus,01-01-2023
4314,1719,33502,Promotion,01-01-2024
4315,1720,60632,Increment,01-01-2019
4316,1720,49179,Promotion,01-01-2020
4317,1720,51757,Increment,01-01-2021
4318,1720,59040,Bonus,01-01-2022
4319,1720,40594,Promotion,01-01-2023
4320,1720,46132,Promotion,01-01-2024
4321,1721,88344,Bonus,01-01-2019
4322,1721,100260,Promotion,01-01-2020
4323,1721,94468,Bonus,01-01-2021
4324,1721,93542,Promotion,01-01-2022
4325,1721,86592,Promotion,01-01-2023
4326,1721,87275,Promotion,01-01-2024
4327,1722,43172,Promotion,01-01-2019
4328,1722,48155,Promotion,01-01-2020
4329,1722,42574,Bonus,01-01-2021
4330,1722,49229,Increment,01-01-2022
4331,1722,46503,Bonus,01-01-2023
4332,1722,50396,Bonus,01-01-2024
